59.87103,10.657322
59.871114,10.657401
59.871193,10.65748
59.871286,10.657502
59.87137,10.657581
59.871281,10.658078
59.871376,10.658155
59.871554,10.658019
59.871533,10.658349
59.871543,10.658593
59.871896,10.657841
59.871726,10.658734
59.871904,10.658604
59.87209,10.658361
59.872046,10.658825
59.872061,10.65907
59.872305,10.65868
59.87239,10.658755
59.872211,10.659543
59.872322,10.659555
59.872523,10.659329
59.872605,10.659412
59.872706,10.659428
59.872513,10.660205
59.872867,10.659607
59.87281,10.660095
59.872885,10.660174
59.873164,10.659679
59.873188,10.659928
59.873256,10.660037
59.873324,10.660171
59.873425,10.660202
59.873506,10.660264
59.873685,10.659972
59.873655,10.660493
59.873711,10.660624
59.873685,10.661016
59.873298,10.662203
59.874044,10.660547
59.874129,10.660647
59.874049,10.661229
59.873506,10.662781
59.874415,10.660697
59.873606,10.663087
59.874417,10.661419
59.874703,10.66072
59.874786,10.660803
59.874547,10.662004
59.874911,10.661098
59.874063,10.663708
59.874123,10.663872
59.874966,10.662042
59.875051,10.662113
59.875298,10.661559
59.875134,10.662511
59.875264,10.662433
59.875336,10.662543
59.875421,10.662643
59.875607,10.662315
59.875491,10.663092
59.875903,10.661947
59.875756,10.662887
59.875758,10.663223
59.876005,10.662731
59.876092,10.662814
59.876031,10.663411
59.876095,10.663512
59.876309,10.663143
59.876208,10.663841
59.876332,10.663764
59.876387,10.663936
59.876475,10.663991
59.876575,10.664063
59.876863,10.663329
59.877027,10.663112
59.875462,10.667481
59.876865,10.664432
59.877174,10.663687
59.877026,10.664617
59.877191,10.664391
59.877349,10.664219
59.877259,10.664854
59.877568,10.66418
59.877695,10.664037
59.877612,10.664732
59.877718,10.66472
59.877731,10.665034
59.877824,10.665137
59.877794,10.66552
59.877992,10.665215
59.877888,10.665929
59.878125,10.665488
59.878336,10.665083
59.878296,10.665584
59.878327,10.66585
59.876646,10.670168
59.878352,10.666458
59.878464,10.666471
59.878694,10.666
59.878779,10.6661
59.877036,10.670661
59.879126,10.665575
59.879111,10.665989
59.879071,10.666504
59.87895,10.667291
59.879025,10.667366
59.879426,10.666364
59.879163,10.667578
59.879445,10.66699
59.879323,10.667753
59.879868,10.666226
59.87981,10.666871
59.87939,10.668572
59.880052,10.666674
59.879896,10.66762
59.878241,10.672137
59.88009,10.667744
59.880246,10.667451
59.880164,10.668094
59.879832,10.669478
59.878629,10.67261
59.880215,10.669011
59.880361,10.668851
59.880529,10.668647
59.880153,10.670109
59.879015,10.673099
59.880294,10.670372
59.880851,10.669016
59.880885,10.669215
59.880812,10.669767
59.881077,10.66928
59.881103,10.669498
59.879237,10.674422
59.881628,10.668437
59.881189,10.670271
59.881612,10.669222
59.881384,10.670348
59.879586,10.675024
59.881484,10.670678
59.88166,10.67044
59.882056,10.669448
59.879866,10.675478
59.881892,10.670786
59.882279,10.669794
59.881852,10.67153
59.880554,10.675091
59.880227,10.676031
59.882253,10.671301
59.882144,10.671987
59.880447,10.676321
59.881844,10.673439
59.882592,10.671536
59.882892,10.670871
59.882678,10.671965
59.880836,10.676829
59.882749,10.672398
59.882965,10.672079
59.882786,10.672938
59.881554,10.676378
59.88304,10.672831
59.883127,10.672884
59.883088,10.673363
59.881852,10.676765
59.883224,10.673535
59.883303,10.673653
59.883512,10.673392
59.881741,10.678045
59.884017,10.672363
59.884101,10.67248
59.883901,10.673461
59.883109,10.676045
59.883943,10.673986
59.882201,10.678684
59.884184,10.673879
59.882786,10.677959
59.883421,10.67669
59.884305,10.674522
59.884706,10.673583
59.884785,10.6737
59.88463,10.674533
59.884595,10.674944
59.883319,10.678642
59.882952,10.679689
59.885125,10.674265
59.883994,10.677821
59.884065,10.677953
59.885037,10.675602
59.885053,10.675881
59.885275,10.675487
59.885242,10.675923
59.885613,10.675096
59.885333,10.676335
59.885906,10.674824
59.885642,10.676023
59.885721,10.67614
59.884705,10.679213
59.884774,10.679362
59.885798,10.676866
59.886171,10.676059
59.88641,10.675568
59.885882,10.677575
59.886101,10.677277
59.884476,10.681712
59.886511,10.676623
59.886226,10.677824
59.886381,10.67773
59.884779,10.682085
59.886653,10.677513
59.886725,10.677628
59.886581,10.678395
59.885511,10.681526
59.886671,10.678758
59.886931,10.678304
59.885863,10.681516
59.886922,10.678981
59.886994,10.679095
59.887186,10.678859
59.887144,10.679344
59.886181,10.68213
59.886252,10.682262
59.886322,10.682394
59.887398,10.679809
59.888095,10.678005
59.88778,10.679317
59.887724,10.679835
59.888305,10.678327
59.887954,10.679763
59.887828,10.680498
59.888132,10.679885
59.888103,10.680307
59.886628,10.684425
59.888323,10.680302
59.88881,10.679106
59.888242,10.68118
59.888465,10.680843
59.887416,10.683963
59.889104,10.679545
59.888564,10.681535
59.888582,10.681744
59.889315,10.67985
59.888984,10.681235
59.889062,10.68137
59.887882,10.684865
59.889616,10.680292
