59.850349,10.781941
59.850439,10.78196
59.85053,10.781952
59.850615,10.781923
59.850709,10.781879
59.850801,10.781853
59.850888,10.781845
59.850971,10.781819
59.851051,10.78179
59.851148,10.781712
59.851224,10.781483
59.851265,10.781479
59.851341,10.781754
59.851468,10.781742
59.851605,10.781767
59.851636,10.781834
59.851749,10.781797
59.851876,10.78197
59.851889,10.781878
59.852035,10.781981
59.852112,10.782159
59.852175,10.782101
59.852314,10.782267
59.852326,10.782242
59.852474,10.782366
59.852578,10.782515
59.852611,10.782483
59.852746,10.782603
59.852791,10.782732
59.85287,10.782734
59.85299,10.782847
59.853006,10.782932
59.853109,10.782978
59.853232,10.783109
59.853318,10.783235
59.853359,10.783244
59.853484,10.783357
59.853534,10.783431
59.853616,10.783474
59.853676,10.783533
59.853761,10.783594
59.853898,10.783711
59.853994,10.783795
59.854044,10.783814
59.854117,10.783887
59.854193,10.783934
59.854342,10.784054
59.854413,10.784158
59.854502,10.784143
59.854573,10.784224
59.854657,10.784245
59.854761,10.784199
59.854814,10.78433
59.854869,10.78438
59.854966,10.784416
59.85511,10.784497
59.85516,10.784426
59.855256,10.784562
59.855341,10.784518
59.855402,10.784626
59.855543,10.78469
59.855632,10.784556
59.85569,10.784737
59.855858,10.784591
59.855836,10.784801
59.855984,10.784848
59.856087,10.784643
59.856134,10.784912
59.856272,10.784973
59.85635,10.784689
59.856404,10.785013
59.856496,10.78492
59.856544,10.785057
59.856693,10.785086
59.856769,10.784971
59.856822,10.785108
59.856918,10.785109
59.857015,10.78511
59.857111,10.785111
59.857255,10.785049
59.857347,10.784722
59.857405,10.78497
59.857554,10.784894
59.857707,10.784446
59.857701,10.784797
59.857841,10.784718
59.857953,10.784397
59.857982,10.784638
59.858123,10.784559
59.858186,10.78433
59.858266,10.784501
59.858399,10.784456
59.858522,10.784444
59.858538,10.784409
59.858648,10.784487
59.858773,10.784548
59.858846,10.784674
59.858881,10.784658
59.858982,10.784804
59.85908,10.784984
59.859181,10.785182
59.859213,10.785102
59.859279,10.785362
